Year,Month,Day,Region,Industrial_Index,CO2,Deforestation,AQI
2014,2,20,Punjab,102.0,391.0,1.29,221.0
2014,2,20,Sindh,122.6,411.2,2.07,117.0
2014,2,21,Punjab,88.0,329.6,1.38,181.0
2014,2,21,Sindh,119.1,432.5,2.1,114.0
2014,2,22,Punjab,103.2,354.0,1.33,204.0
2014,2,22,Sindh,117.6,420.3,2.12,117.0
2014,2,23,Punjab,96.8,356.3,1.29,195.0
2014,2,23,Sindh,124.1,423.7,2.1,128.0
2014,2,24,Punjab,107.4,421.8,1.34,217.0
2014,2,24,Sindh,126.2,418.6,2.09,118.0
2014,2,25,Punjab,105.9,431.1,1.37,213.0
2014,2,25,Sindh,125.7,437.9,2.12,121.0
2014,2,26,Punjab,108.3,388.3,1.27,217.0
2014,2,26,Sindh,116.9,402.4,2.11,116.0
2014,2,27,Punjab,108.5,389.1,1.31,222.0
2014,2,27,Sindh,119.6,420.2,2.1,122.0
2014,2,28,Punjab,98.0,373.0,1.31,226.0
2014,2,28,Sindh,122.8,424.3,2.11,117.0
2014,3,1,Punjab,87.6,291.4,1.34,161.0
2014,3,1,Sindh,126.0,411.0,2.16,120.0
2014,3,2,Punjab,88.5,327.4,1.35,195.0
2014,3,2,Sindh,118.8,409.9,2.13,115.0
2014,3,3,Punjab,80.3,270.2,1.29,173.0
2014,3,3,Sindh,120.3,416.4,2.13,122.0
2014,3,4,Punjab,88.3,363.0,1.25,190.0
2014,3,4,Sindh,115.7,414.4,2.12,119.0
2014,3,5,Punjab,97.6,355.4,1.37,185.0
2014,3,5,Sindh,115.3,392.9,2.11,115.0
2014,3,6,Punjab,92.6,384.8,1.27,191.0
2014,3,6,Sindh,125.3,463.8,2.06,127.0
2014,3,7,Punjab,95.6,385.7,1.34,197.0
2014,3,7,Sindh,128.1,419.6,2.1,116.0
2014,3,8,Punjab,101.1,371.1,1.32,197.0
2014,3,8,Sindh,120.9,443.0,2.1,131.0
2014,3,9,Punjab,94.7,338.5,1.33,197.0
2014,3,9,Sindh,126.3,438.8,2.07,125.0
2014,3,10,Punjab,88.2,331.4,1.41,192.0
2014,3,10,Sindh,123.2,444.0,2.09,128.0
2014,3,11,Punjab,96.8,365.8,1.48,176.0
2014,3,11,Sindh,118.1,414.7,2.07,118.0
2014,3,12,Punjab,90.1,349.2,1.24,174.0
2014,3,12,Sindh,123.2,448.3,2.11,133.0
2014,3,13,Punjab,95.1,346.0,1.38,195.0
2014,3,13,Sindh,129.1,446.1,2.13,125.0
2014,3,14,Punjab,108.1,425.6,1.32,200.0
2014,3,14,Sindh,121.3,407.9,2.13,118.0
2014,3,15,Punjab,95.2,367.1,1.38,186.0
2014,3,15,Sindh,129.3,473.8,2.12,140.0
2014,3,16,Punjab,111.6,417.2,1.38,186.0
2014,3,16,Sindh,108.4,377.6,2.09,117.0
2014,3,17,Punjab,108.9,399.6,1.4,207.0
2014,3,17,Sindh,125.6,443.0,2.07,125.0
2014,3,18,Punjab,92.8,349.1,1.34,157.0
2014,3,18,Sindh,122.0,445.4,2.08,139.0
2014,3,19,Punjab,88.6,320.4,1.28,147.0
2014,3,19,Sindh,120.1,404.7,2.09,121.0
2014,3,20,Punjab,97.1,370.3,1.38,192.0
2014,3,20,Sindh,122.0,436.0,2.09,122.0
2014,3,21,Punjab,106.8,407.6,1.34,212.0
2014,3,21,Sindh,111.7,381.9,2.11,116.0
2014,3,22,Punjab,93.7,361.3,1.32,172.0
2014,3,22,Sindh,120.5,419.8,2.09,122.0
2014,3,23,Punjab,104.9,434.0,1.31,198.0
2014,3,23,Sindh,123.4,433.1,2.12,130.0
2014,3,24,Punjab,107.4,405.3,1.38,198.0
2014,3,24,Sindh,129.0,429.2,2.11,126.0
2014,3,25,Punjab,91.5,367.9,1.41,178.0
2014,3,25,Sindh,119.1,405.1,2.11,121.0
2014,3,26,Punjab,92.4,355.6,1.27,163.0
2014,3,26,Sindh,117.7,432.1,2.14,124.0
2014,3,27,Punjab,103.5,388.6,1.36,174.0
2014,3,27,Sindh,119.2,430.6,2.09,133.0
2014,3,28,Punjab,99.1,374.0,1.31,156.0
2014,3,28,Sindh,126.3,441.2,2.12,125.0
2014,3,29,Punjab,92.4,349.9,1.26,163.0
2014,3,29,Sindh,123.4,435.6,2.11,124.0
2014,3,30,Punjab,95.1,367.0,1.34,166.0
2014,3,30,Sindh,119.1,412.6,2.11,126.0
2014,3,31,Punjab,97.4,350.9,1.29,155.0
2014,3,31,Sindh,124.4,455.7,2.13,143.0
2014,4,1,Punjab,85.5,295.5,1.25,128.0
2014,4,1,Sindh,122.3,425.1,2.13,126.0
2014,4,2,Punjab,104.1,408.9,1.3,168.0
2014,4,2,Sindh,126.7,446.9,2.1,137.0
2014,4,3,Punjab,94.2,376.0,1.28,170.0
2014,4,3,Sindh,118.4,431.5,2.11,135.0
2014,4,4,Punjab,75.8,303.1,1.3,146.0
2014,4,4,Sindh,120.3,409.3,2.12,129.0
2014,4,5,Punjab,97.9,375.3,1.27,157.0
2014,4,5,Sindh,120.0,443.3,2.11,132.0
2014,4,6,Punjab,92.2,365.9,1.32,152.0
2014,4,6,Sindh,114.6,378.3,2.13,112.0
2014,4,7,Punjab,111.7,438.8,1.3,172.0
2014,4,7,Sindh,123.5,456.5,2.12,126.0
2014,4,8,Punjab,93.6,371.3,1.36,166.0
2014,4,8,Sindh,123.3,426.0,2.15,129.0
2014,4,9,Punjab,89.5,322.9,1.37,138.0
2014,4,9,Sindh,122.0,423.5,2.08,135.0
2014,4,10,Punjab,102.4,367.1,1.35,156.0
2014,4,10,Sindh,120.9,394.7,2.11,117.0
2014,4,11,Punjab,93.1,345.9,1.33,146.0
2014,4,11,Sindh,115.0,395.6,2.1,126.0
2014,4,12,Punjab,92.2,349.8,1.33,140.0
2014,4,12,Sindh,120.0,404.3,2.13,121.0
2014,4,13,Punjab,102.5,384.7,1.3,141.0
2014,4,13,Sindh,120.4,412.3,2.08,128.0
2014,4,14,Punjab,90.1,305.0,1.3,114.0
2014,4,14,Sindh,118.1,411.4,2.12,131.0
2014,4,15,Punjab,86.8,364.4,1.37,156.0
2014,4,15,Sindh,121.3,439.1,2.1,131.0
2014,4,16,Punjab,112.3,421.4,1.25,154.0
2014,4,16,Sindh,124.2,437.8,2.1,135.0
2014,4,17,Punjab,103.2,395.7,1.34,148.0
2014,4,17,Sindh,131.6,465.3,2.09,140.0
2014,4,18,Punjab,96.5,391.6,1.32,138.0
2014,4,18,Sindh,123.1,414.4,2.11,133.0
2014,4,19,Punjab,98.6,327.9,1.37,114.0
2014,4,19,Sindh,123.5,419.2,2.14,132.0
2014,4,20,Punjab,102.7,380.2,1.27,134.0
2014,4,20,Sindh,121.9,453.6,2.12,140.0
2014,4,21,Punjab,106.5,397.0,1.34,164.0
2014,4,21,Sindh,112.7,383.4,2.13,130.0
2014,4,22,Punjab,92.7,345.6,1.36,135.0
2014,4,22,Sindh,122.2,452.5,2.15,144.0
2014,4,23,Punjab,101.7,383.1,1.25,133.0
2014,4,23,Sindh,122.6,425.6,2.12,130.0
2014,4,24,Punjab,94.8,389.1,1.29,150.0
2014,4,24,Sindh,134.7,471.4,2.11,145.0
2014,4,25,Punjab,97.4,383.5,1.34,135.0
2014,4,25,Sindh,121.4,441.0,2.13,137.0
2014,4,26,Punjab,100.2,399.9,1.37,155.0
2014,4,26,Sindh,123.9,452.8,2.11,141.0
2014,4,27,Punjab,98.9,376.8,1.35,154.0
2014,4,27,Sindh,122.3,426.2,2.11,147.0
2014,4,28,Punjab,104.9,370.5,1.37,139.0
2014,4,28,Sindh,116.6,402.3,2.09,130.0
2014,4,29,Punjab,102.9,349.5,1.29,120.0
2014,4,29,Sindh,128.2,447.8,2.14,130.0
2014,4,30,Punjab,87.0,300.0,1.27,107.0
2014,4,30,Sindh,126.3,447.0,2.11,138.0
2014,5,1,Punjab,88.2,342.5,1.35,115.0
2014,5,1,Sindh,126.5,456.0,2.12,133.0
2014,5,2,Punjab,96.2,366.1,1.29,102.0
2014,5,2,Sindh,118.0,413.1,2.1,131.0
2014,5,3,Punjab,113.8,428.3,1.3,135.0
2014,5,3,Sindh,129.6,462.8,2.13,135.0
2014,5,4,Punjab,92.4,343.8,1.39,103.0
2014,5,4,Sindh,115.6,429.1,2.1,132.0
2014,5,5,Punjab,97.6,411.1,1.36,127.0
2014,5,5,Sindh,125.6,445.1,2.12,133.0
2014,5,6,Punjab,95.0,344.5,1.32,127.0
2014,5,6,Sindh,133.6,472.2,2.14,150.0
2014,5,7,Punjab,94.9,379.2,1.31,131.0
2014,5,7,Sindh,117.7,389.2,2.14,128.0
2014,5,8,Punjab,100.8,383.0,1.38,125.0
2014,5,8,Sindh,119.9,380.0,2.12,127.0
2014,5,9,Punjab,110.6,419.1,1.36,140.0
2014,5,9,Sindh,123.2,437.1,2.08,139.0
2014,5,10,Punjab,103.1,415.3,1.29,109.0
2014,5,10,Sindh,120.2,419.3,2.18,129.0
2014,5,11,Punjab,93.0,382.8,1.25,122.0
2014,5,11,Sindh,115.0,394.8,2.16,133.0
2014,5,12,Punjab,121.5,457.1,1.45,152.0
2014,5,12,Sindh,123.1,434.6,2.14,150.0
2014,5,13,Punjab,100.2,396.7,1.29,95.0
2014,5,13,Sindh,117.5,410.3,2.11,136.0
2014,5,14,Punjab,95.0,368.2,1.38,116.0
2014,5,14,Sindh,125.2,455.1,2.12,143.0
2014,5,15,Punjab,110.9,421.7,1.43,112.0
2014,5,15,Sindh,118.3,415.2,2.11,128.0
2014,5,16,Punjab,95.9,368.6,1.36,86.0
2014,5,16,Sindh,130.6,446.0,2.15,139.0
2014,5,17,Punjab,113.0,415.7,1.32,134.0
2014,5,17,Sindh,119.0,431.3,2.13,142.0
2014,5,18,Punjab,92.8,346.4,1.28,84.0
2014,5,18,Sindh,121.3,421.3,2.11,143.0
2014,5,19,Punjab,111.2,411.0,1.28,109.0
2014,5,19,Sindh,127.0,452.4,2.11,147.0
2014,5,20,Punjab,101.4,403.5,1.37,123.0
2014,5,20,Sindh,116.8,401.7,2.14,137.0
2014,5,21,Punjab,110.2,416.8,1.43,115.0
2014,5,21,Sindh,124.1,424.7,2.15,143.0
2014,5,22,Punjab,115.1,411.5,1.34,112.0
2014,5,22,Sindh,129.5,454.7,2.15,149.0
2014,5,23,Punjab,90.9,330.9,1.33,82.0
2014,5,23,Sindh,115.0,402.7,2.14,131.0
2014,5,24,Punjab,110.2,354.7,1.39,96.0
2014,5,24,Sindh,124.0,441.1,2.12,144.0
2014,5,25,Punjab,88.7,327.3,1.32,80.0
2014,5,25,Sindh,124.4,431.3,2.06,136.0
2014,5,26,Punjab,91.7,349.1,1.37,89.0
2014,5,26,Sindh,127.0,417.0,2.13,138.0
2014,5,27,Punjab,93.7,353.2,1.36,83.0
2014,5,27,Sindh,116.9,402.8,2.12,136.0
2014,5,28,Punjab,104.2,435.4,1.34,119.0
2014,5,28,Sindh,116.6,419.8,2.13,147.0
2014,5,29,Punjab,100.4,393.1,1.36,104.0
2014,5,29,Sindh,125.8,435.8,2.12,136.0
2014,5,30,Punjab,98.9,386.3,1.45,117.0
2014,5,30,Sindh,124.7,432.7,2.1,144.0
2014,5,31,Punjab,101.4,352.5,1.39,81.0
2014,5,31,Sindh,124.5,450.5,2.14,154.0
2014,6,1,Punjab,105.0,391.7,1.41,96.0
2014,6,1,Sindh,125.0,426.8,2.14,145.0
2014,6,2,Punjab,105.7,391.8,1.31,98.0
2014,6,2,Sindh,119.9,396.4,2.14,138.0
2014,6,3,Punjab,109.1,398.9,1.42,108.0
2014,6,3,Sindh,124.5,433.2,2.14,146.0
2014,6,4,Punjab,115.0,420.8,1.39,94.0
2014,6,4,Sindh,124.8,429.5,2.14,149.0
2014,6,5,Punjab,100.3,344.8,1.29,80.0
2014,6,5,Sindh,119.8,404.7,2.12,131.0
2014,6,6,Punjab,96.3,340.4,1.39,80.0
2014,6,6,Sindh,132.7,461.8,2.12,144.0
2014,6,7,Punjab,105.4,418.1,1.34,98.0
2014,6,7,Sindh,125.8,447.5,2.13,147.0
2014,6,8,Punjab,91.4,344.4,1.29,84.0
2014,6,8,Sindh,117.5,411.0,2.13,127.0
2014,6,9,Punjab,95.2,351.5,1.37,80.0
2014,6,9,Sindh,126.7,448.1,2.15,154.0
2014,6,10,Punjab,108.6,412.7,1.39,99.0
2014,6,10,Sindh,118.6,442.3,2.14,152.0
2014,6,11,Punjab,99.7,402.1,1.37,88.0
2014,6,11,Sindh,127.4,440.8,2.17,144.0
2014,6,12,Punjab,91.0,346.0,1.36,80.0
2014,6,12,Sindh,129.3,456.7,2.17,148.0
2014,6,13,Punjab,88.8,348.3,1.35,82.0
2014,6,13,Sindh,119.4,410.4,2.13,138.0
2014,6,14,Punjab,101.2,367.5,1.49,80.0
2014,6,14,Sindh,128.4,436.6,2.05,144.0
2014,6,15,Punjab,110.0,405.5,1.31,93.0
2014,6,15,Sindh,125.6,431.0,2.15,144.0
2014,6,16,Punjab,109.9,424.7,1.41,101.0
2014,6,16,Sindh,127.7,439.8,2.12,148.0
2014,6,17,Punjab,101.8,424.6,1.37,88.0
2014,6,17,Sindh,133.1,471.3,2.11,153.0
2014,6,18,Punjab,117.0,473.2,1.32,114.0
2014,6,18,Sindh,122.4,463.7,2.12,157.0
2014,6,19,Punjab,100.1,392.2,1.37,80.0
2014,6,19,Sindh,119.9,408.9,2.12,140.0
2014,6,20,Punjab,99.9,382.7,1.3,85.0
2014,6,20,Sindh,119.3,411.1,2.14,136.0
2014,6,21,Punjab,80.5,334.0,1.34,80.0
2014,6,21,Sindh,119.6,417.8,2.1,147.0
2014,6,22,Punjab,97.5,386.4,1.37,80.0
2014,6,22,Sindh,123.4,437.7,2.11,139.0
2014,6,23,Punjab,107.9,364.3,1.29,80.0
2014,6,23,Sindh,125.5,443.1,2.14,147.0
2014,6,24,Punjab,113.7,410.9,1.39,100.0
2014,6,24,Sindh,125.2,457.4,2.14,156.0
2014,6,25,Punjab,94.6,366.1,1.32,80.0
2014,6,25,Sindh,128.0,411.5,2.14,136.0
2014,6,26,Punjab,104.9,363.1,1.3,80.0
2014,6,26,Sindh,123.9,397.9,2.11,137.0
2014,6,27,Punjab,109.7,398.8,1.32,88.0
2014,6,27,Sindh,131.1,451.5,2.11,152.0
2014,6,28,Punjab,101.4,371.4,1.48,80.0
2014,6,28,Sindh,122.6,445.5,2.12,143.0
2014,6,29,Punjab,83.1,310.7,1.27,80.0
2014,6,29,Sindh,137.5,457.8,2.13,150.0
2014,6,30,Punjab,103.4,387.1,1.39,88.0
2014,6,30,Sindh,127.1,399.6,2.16,136.0
2014,7,1,Punjab,107.5,402.9,1.34,80.0
2014,7,1,Sindh,119.7,427.4,2.09,140.0
2014,7,2,Punjab,93.9,373.3,1.36,80.0
2014,7,2,Sindh,118.6,418.9,2.13,152.0
2014,7,3,Punjab,99.5,372.8,1.4,80.0
2014,7,3,Sindh,126.4,426.1,2.1,139.0
2014,7,4,Punjab,92.3,343.1,1.4,80.0
2014,7,4,Sindh,122.9,415.4,2.1,145.0
2014,7,5,Punjab,81.0,281.0,1.34,80.0
2014,7,5,Sindh,127.6,432.2,2.15,143.0
2014,7,6,Punjab,109.9,437.9,1.31,85.0
2014,7,6,Sindh,126.5,444.2,2.14,142.0
2014,7,7,Punjab,101.6,372.8,1.41,80.0
2014,7,7,Sindh,123.7,423.7,2.14,143.0
2014,7,8,Punjab,114.5,413.4,1.4,94.0
2014,7,8,Sindh,119.9,427.1,2.15,146.0
2014,7,9,Punjab,108.6,417.0,1.36,103.0
2014,7,9,Sindh,116.6,365.2,2.12,132.0
2014,7,10,Punjab,99.0,360.7,1.4,80.0
2014,7,10,Sindh,122.0,414.0,2.12,147.0
2014,7,11,Punjab,101.2,373.9,1.35,80.0
2014,7,11,Sindh,128.5,432.8,2.18,159.0
2014,7,12,Punjab,106.4,409.5,1.34,88.0
2014,7,12,Sindh,125.3,434.7,2.13,146.0
2014,7,13,Punjab,109.7,410.1,1.38,100.0
2014,7,13,Sindh,118.0,405.0,2.15,134.0
2014,7,14,Punjab,104.5,443.5,1.4,90.0
2014,7,14,Sindh,125.1,450.0,2.13,151.0
2014,7,15,Punjab,110.8,419.7,1.39,86.0
2014,7,15,Sindh,126.2,413.9,2.1,138.0
2014,7,16,Punjab,99.7,391.1,1.4,80.0
2014,7,16,Sindh,119.9,420.4,2.09,145.0
2014,7,17,Punjab,94.1,318.7,1.34,80.0
2014,7,17,Sindh,125.1,446.3,2.12,141.0
2014,7,18,Punjab,101.6,368.8,1.46,96.0
2014,7,18,Sindh,124.7,464.2,2.15,164.0
2014,7,19,Punjab,103.8,372.7,1.36,80.0
2014,7,19,Sindh,118.7,408.2,2.15,142.0
2014,7,20,Punjab,92.6,332.7,1.38,80.0
2014,7,20,Sindh,126.2,446.6,2.15,139.0
2014,7,21,Punjab,91.5,356.2,1.32,80.0
2014,7,21,Sindh,127.3,418.3,2.11,136.0
2014,7,22,Punjab,105.9,422.9,1.37,102.0
2014,7,22,Sindh,129.9,418.7,2.17,144.0
2014,7,23,Punjab,99.1,383.3,1.41,80.0
2014,7,23,Sindh,129.8,466.9,2.11,158.0
2014,7,24,Punjab,101.0,379.4,1.42,82.0
2014,7,24,Sindh,117.6,411.6,2.14,132.0
2014,7,25,Punjab,99.5,365.5,1.46,80.0
2014,7,25,Sindh,119.9,437.2,2.13,148.0
2014,7,26,Punjab,114.6,457.7,1.41,91.0
2014,7,26,Sindh,127.1,424.4,2.13,131.0
2014,7,27,Punjab,112.6,469.2,1.4,114.0
2014,7,27,Sindh,127.2,452.9,2.16,148.0
2014,7,28,Punjab,92.6,354.6,1.36,80.0
2014,7,28,Sindh,127.2,473.2,2.12,158.0
2014,7,29,Punjab,98.3,392.3,1.35,85.0
2014,7,29,Sindh,143.9,510.0,2.11,159.0
2014,7,30,Punjab,109.4,422.5,1.43,98.0
2014,7,30,Sindh,127.5,450.5,2.14,139.0
2014,7,31,Punjab,107.4,423.4,1.43,99.0
2014,7,31,Sindh,130.4,456.4,2.13,149.0
2014,8,1,Punjab,102.3,365.6,1.33,80.0
2014,8,1,Sindh,129.5,429.6,2.2,139.0
2014,8,2,Punjab,93.6,345.9,1.42,80.0
2014,8,2,Sindh,128.0,468.3,2.15,154.0
2014,8,3,Punjab,97.3,377.6,1.42,80.0
2014,8,3,Sindh,123.2,422.0,2.13,135.0
2014,8,4,Punjab,98.7,399.1,1.33,80.0
2014,8,4,Sindh,128.6,457.6,2.11,144.0
2014,8,5,Punjab,105.0,382.8,1.42,89.0
2014,8,5,Sindh,121.0,399.9,2.1,123.0
2014,8,6,Punjab,116.5,402.0,1.34,89.0
2014,8,6,Sindh,123.7,415.1,2.12,138.0
2014,8,7,Punjab,97.4,360.2,1.27,80.0
2014,8,7,Sindh,122.4,450.1,2.14,145.0
2014,8,8,Punjab,94.7,380.2,1.38,80.0
2014,8,8,Sindh,125.3,433.3,2.17,136.0
2014,8,9,Punjab,102.1,356.4,1.4,80.0
2014,8,9,Sindh,136.5,499.5,2.16,159.0
2014,8,10,Punjab,111.3,399.3,1.38,90.0
2014,8,10,Sindh,115.6,403.4,2.14,139.0
2014,8,11,Punjab,91.5,350.8,1.53,92.0
2014,8,11,Sindh,128.4,421.8,2.13,137.0
2014,8,12,Punjab,114.7,433.7,1.41,102.0
2014,8,12,Sindh,116.9,422.6,2.14,140.0
2014,8,13,Punjab,101.8,398.6,1.4,88.0
2014,8,13,Sindh,122.7,420.4,2.13,139.0
2014,8,14,Punjab,97.3,345.2,1.41,80.0
2014,8,14,Sindh,130.5,467.2,2.17,143.0
2014,8,15,Punjab,90.4,337.1,1.37,93.0
2014,8,15,Sindh,125.4,439.2,2.13,152.0
2014,8,16,Punjab,108.9,437.8,1.44,116.0
2014,8,16,Sindh,119.7,395.8,2.14,128.0
2014,8,17,Punjab,101.9,363.5,1.41,80.0
2014,8,17,Sindh,121.5,427.8,2.09,141.0
2014,8,18,Punjab,104.7,427.4,1.41,106.0
2014,8,18,Sindh,128.5,482.8,2.13,156.0
2014,8,19,Punjab,96.2,344.1,1.36,80.0
2014,8,19,Sindh,121.5,432.7,2.16,139.0
2014,8,20,Punjab,100.9,400.3,1.32,86.0
2014,8,20,Sindh,126.3,441.1,2.12,144.0
2014,8,21,Punjab,99.6,370.9,1.37,96.0
2014,8,21,Sindh,125.4,455.2,2.12,146.0
2014,8,22,Punjab,102.7,367.4,1.41,80.0
2014,8,22,Sindh,122.0,430.1,2.16,131.0
2014,8,23,Punjab,98.2,363.2,1.37,80.0
2014,8,23,Sindh,136.0,479.1,2.11,148.0
2014,8,24,Punjab,91.3,357.9,1.41,88.0
2014,8,24,Sindh,128.5,433.2,2.16,136.0
2014,8,25,Punjab,125.5,476.6,1.39,128.0
2014,8,25,Sindh,115.2,406.7,2.13,129.0
2014,8,26,Punjab,92.8,374.9,1.42,95.0
2014,8,26,Sindh,126.3,457.5,2.13,138.0
2014,8,27,Punjab,105.2,428.3,1.35,106.0
2014,8,27,Sindh,122.1,414.6,2.12,139.0
2014,8,28,Punjab,89.6,316.7,1.41,80.0
2014,8,28,Sindh,129.6,475.1,2.15,156.0
2014,8,29,Punjab,87.8,308.6,1.37,85.0
2014,8,29,Sindh,121.4,423.7,2.19,140.0
2014,8,30,Punjab,104.6,371.4,1.32,100.0
2014,8,30,Sindh,124.9,423.7,2.16,141.0
2014,8,31,Punjab,105.3,382.0,1.39,92.0
2014,8,31,Sindh,128.0,462.9,2.12,142.0
2014,9,1,Punjab,114.0,455.3,1.48,110.0
2014,9,1,Sindh,129.8,450.0,2.16,138.0
2014,9,2,Punjab,107.1,418.4,1.33,106.0
2014,9,2,Sindh,119.5,429.7,2.13,132.0
2014,9,3,Punjab,102.8,379.7,1.41,106.0
2014,9,3,Sindh,123.9,429.1,2.17,139.0
2014,9,4,Punjab,96.4,366.2,1.44,95.0
2014,9,4,Sindh,123.2,430.2,2.16,137.0
2014,9,5,Punjab,116.1,469.1,1.52,132.0
2014,9,5,Sindh,122.3,435.5,2.08,135.0
2014,9,6,Punjab,111.5,462.0,1.38,130.0
